Season,Date,Referee,HomeTeam,AwayTeam,FullTime,HalfTime,HomeGoals,HomeGoalsHalftime,HomeShots,HomeShotsOnTarget,HomeCorners,HomeFouls,HomeYellowCards,HomeRedCards,AwayGoals,AwayGoalsHalftime,AwayShots,AwayShotsOnTarget,AwayCorners,AwayFouls,AwayYellowCards,AwayRedCards
2012/13,2013-01-23,32,2,13,HomeWin,Draw,5,1,23,17,13,9,0,0,1,1,7,5,5,10,1,0
2012/13,2013-01-29,23,14,3,AwayWin,AwayWin,1,0,10,4,3,16,5,0,2,2,10,7,4,9,2,0
2012/13,2013-01-29,29,18,36,Draw,Draw,0,0,5,3,2,9,2,0,0,0,15,7,10,9,2,0
2012/13,2013-01-29,8,19,27,Draw,HomeWin,2,1,9,4,0,12,1,0,2,0,11,6,1,10,1,0
2012/13,2013-01-29,32,26,32,Draw,Draw,0,0,4,2,3,11,1,0,0,0,18,8,4,11,2,0
2012/13,2013-01-30,11,2,29,Draw,AwayWin,2,0,14,6,8,9,3,0,2,1,10,5,6,11,1,0
2012/13,2013-01-30,4,17,6,HomeWin,HomeWin,2,2,11,4,5,9,0,0,1,0,7,4,2,14,2,0
2012/13,2013-01-30,17,16,13,HomeWin,HomeWin,3,1,13,6,2,8,2,0,1,0,8,4,8,9,0,0
2012/13,2013-01-30,15,33,34,HomeWin,HomeWin,2,2,11,7,4,10,2,0,1,1,21,10,8,10,1,0
2012/13,2013-01-30,31,28,25,Draw,HomeWin,1,1,8,4,3,13,4,0,1,0,12,7,6,14,1,0
2012/13,2013-01-30,22,9,1,Draw,AwayWin,2,0,5,2,0,8,1,0,2,1,14,5,6,20,2,0
2012/13,2013-02-02,17,2,19,HomeWin,Draw,1,0,15,9,11,3,0,0,0,0,6,2,1,13,3,0
2012/13,2013-02-02,8,17,14,Draw,AwayWin,3,1,22,13,15,6,1,0,3,2,8,4,2,23,4,0
2012/13,2013-02-02,11,16,33,AwayWin,Draw,0,0,15,8,5,8,1,0,1,0,13,8,8,15,1,0
2012/13,2013-02-02,33,3,1,HomeWin,HomeWin,3,1,19,13,5,11,2,0,2,0,12,6,4,5,3,0
2012/13,2013-02-02,27,18,28,Draw,Draw,0,0,15,7,10,6,2,0,0,0,14,9,8,20,5,0
2012/13,2013-02-02,15,9,26,HomeWin,Draw,2,1,9,5,6,12,1,0,1,1,10,6,8,15,3,0
2012/13,2013-02-02,14,13,32,HomeWin,Draw,1,0,18,9,5,7,1,0,0,0,11,7,3,9,1,0
2012/13,2013-02-02,32,27,34,Draw,HomeWin,2,1,5,3,8,6,0,0,2,0,15,7,5,16,2,0
2012/13,2013-02-03,35,36,29,Draw,Draw,2,1,9,5,9,14,2,0,2,1,21,12,10,7,4,0
2012/13,2013-02-03,3,6,25,AwayWin,Draw,0,0,4,3,2,9,1,1,1,0,21,13,17,9,0,0
2012/13,2013-02-09,23,1,27,HomeWin,HomeWin,4,1,25,17,10,9,1,0,1,0,13,10,6,13,2,0
2012/13,2013-02-09,33,28,16,Draw,Draw,0,0,15,8,3,10,2,0,0,0,7,5,4,16,2,0
2012/13,2013-02-09,6,34,36,HomeWin,HomeWin,3,2,13,7,6,9,1,0,1,1,7,4,6,13,2,0
2012/13,2013-02-09,4,19,9,HomeWin,Draw,2,0,13,10,11,7,2,0,1,0,5,4,3,4,0,0
2012/13,2013-02-09,35,26,2,AwayWin,AwayWin,0,0,12,7,11,6,3,0,1,1,18,9,2,13,2,1
2012/13,2013-02-09,31,32,18,HomeWin,HomeWin,4,2,13,12,5,10,1,0,1,0,14,8,2,9,3,0
2012/13,2013-02-09,29,25,3,HomeWin,Draw,2,1,16,9,11,5,0,0,1,1,9,7,5,11,2,0
2012/13,2013-02-10,3,14,13,HomeWin,Draw,2,0,7,2,4,15,3,0,1,0,13,7,10,12,2,0
2012/13,2013-02-10,22,33,17,HomeWin,HomeWin,2,2,10,6,7,12,0,0,0,0,9,8,6,9,2,0
2012/13,2013-02-11,27,29,6,AwayWin,Draw,0,0,23,14,13,9,1,0,2,0,4,3,5,9,4,0
2012/13,2013-02-17,33,29,32,HomeWin,HomeWin,5,1,33,18,10,6,0,0,0,0,4,3,1,9,1,0
2012/13,2013-02-23,6,2,14,HomeWin,HomeWin,2,1,24,14,12,7,1,0,1,0,5,3,3,12,2,0
2012/13,2013-02-23,14,16,19,HomeWin,HomeWin,1,1,20,9,9,4,1,0,0,0,7,2,4,9,3,0
2012/13,2013-02-23,15,28,17,HomeWin,AwayWin,2,0,10,9,7,15,1,0,1,1,11,5,5,10,1,0
2012/13,2013-02-23,35,18,33,AwayWin,AwayWin,0,0,12,5,2,10,0,0,2,1,13,8,4,6,0,0
2012/13,2013-02-23,29,9,27,AwayWin,AwayWin,0,0,7,1,2,9,1,1,3,2,14,8,9,11,1,0
2012/13,2013-02-23,24,6,26,HomeWin,HomeWin,2,1,17,7,5,13,2,0,1,0,10,6,5,9,1,0
2012/13,2013-02-24,32,36,1,HomeWin,Draw,2,0,15,11,6,19,3,0,0,0,4,1,6,5,1,0
2012/13,2013-02-24,17,3,34,HomeWin,HomeWin,4,2,11,5,7,12,0,0,2,1,11,7,3,12,4,0
2012/13,2013-02-25,33,13,25,AwayWin,Draw,2,1,8,6,6,12,4,0,3,1,25,16,12,7,1,0
2012/13,2013-03-02,11,1,6,HomeWin,HomeWin,1,1,25,19,9,12,1,0,0,0,8,4,7,16,2,0
2012/13,2013-03-02,35,17,9,HomeWin,HomeWin,3,1,18,12,9,8,1,0,1,0,12,6,10,8,1,0
2012/13,2013-03-02,31,33,28,HomeWin,HomeWin,4,1,13,10,7,5,0,0,0,0,1,1,3,15,4,0
2012/13,2013-03-02,33,34,18,AwayWin,Draw,1,1,17,9,6,7,1,0,2,1,5,3,3,15,3,0
2012/13,2013-03-02,27,19,13,AwayWin,AwayWin,0,0,10,2,4,12,1,0,1,1,10,7,2,12,2,0
2012/13,2013-03-02,22,26,16,Draw,AwayWin,2,1,12,6,7,9,1,0,2,2,7,4,3,14,3,0
2012/13,2013-03-02,25,32,3,HomeWin,Draw,1,0,10,7,7,9,0,0,0,0,14,7,7,17,2,0
2012/13,2013-03-02,6,27,29,AwayWin,AwayWin,0,0,15,11,4,11,2,0,4,3,8,7,3,15,2,0
2012/13,2013-03-03,3,25,2,HomeWin,HomeWin,2,2,11,5,4,17,3,0,1,0,10,6,6,13,1,0
2012/13,2013-03-04,23,14,36,AwayWin,AwayWin,0,0,10,5,6,10,2,0,1,1,20,12,5,14,0,0
2012/13,2013-03-09,3,28,34,Draw,Draw,0,0,3,2,1,9,2,0,0,0,15,7,7,10,3,0
2012/13,2013-03-09,8,18,26,HomeWin,Draw,3,1,15,8,4,4,0,0,1,1,7,3,5,19,2,0
2012/13,2013-03-09,27,9,14,AwayWin,AwayWin,1,1,10,4,6,8,2,0,2,2,18,7,1,7,3,0
2012/13,2013-03-09,15,6,32,HomeWin,Draw,2,1,12,6,3,9,1,0,1,1,9,4,3,10,1,0
2012/13,2013-03-10,4,29,25,HomeWin,Draw,3,1,10,4,1,9,1,0,2,1,15,9,4,8,1,0
2012/13,2013-03-10,32,3,19,HomeWin,Draw,2,0,14,6,14,10,1,0,1,0,7,4,4,12,1,0
2012/13,2013-03-16,11,14,18,HomeWin,Draw,3,1,10,6,9,16,3,0,2,1,18,11,6,10,2,0
2012/13,2013-03-16,14,17,36,HomeWin,HomeWin,2,1,11,5,13,15,4,1,0,0,17,11,6,10,3,0
2012/13,2013-03-16,15,33,9,HomeWin,HomeWin,1,1,17,8,5,5,0,0,0,0,5,1,4,16,2,0
2012/13,2013-03-16,29,34,29,HomeWin,HomeWin,3,2,17,12,7,10,0,0,1,1,8,6,5,10,1,0
2012/13,2013-03-16,23,19,6,Draw,Draw,0,0,13,5,7,15,2,0,0,0,9,5,1,11,2,0
2012/13,2013-03-16,27,32,2,AwayWin,Draw,0,0,9,2,3,2,1,0,2,0,15,11,7,7,1,0
2012/13,2013-03-17,4,1,13,HomeWin,HomeWin,2,1,24,14,5,5,0,0,0,0,15,9,5,14,2,0
2012/13,2013-03-17,17,26,28,Draw,Draw,1,1,16,8,5,11,1,0,1,1,7,3,9,11,3,1
2012/13,2013-03-17,8,25,16,AwayWin,Draw,0,0,12,6,5,10,1,0,1,0,6,2,5,5,1,0
2012/13,2013-03-17,22,27,3,HomeWin,HomeWin,2,1,13,10,7,7,1,0,1,0,9,4,3,12,1,0
2012/13,2013-03-30,17,2,9,HomeWin,HomeWin,4,1,23,14,11,9,0,0,1,0,4,2,3,14,1,0
2012/13,2013-03-30,8,17,19,HomeWin,HomeWin,1,1,15,9,4,13,1,0,0,0,10,5,3,18,3,0
2012/13,2013-03-30,31,36,3,HomeWin,HomeWin,4,2,19,11,9,6,0,0,0,0,5,1,2,8,2,0
2012/13,2013-03-30,27,34,1,HomeWin,HomeWin,2,2,13,8,7,12,2,0,1,1,7,4,7,6,1,0
2012/13,2013-03-30,11,26,33,AwayWin,AwayWin,0,0,9,4,3,11,3,0,1,1,10,6,6,9,1,0
2012/13,2013-03-30,35,32,25,AwayWin,AwayWin,1,0,11,3,5,5,2,0,2,2,9,7,2,10,4,0
2012/13,2013-03-30,32,13,6,HomeWin,HomeWin,3,2,14,8,5,10,1,0,1,0,17,11,3,13,1,1
2012/13,2013-03-30,33,27,28,HomeWin,Draw,1,0,13,6,10,13,1,0,0,0,9,5,3,9,2,0
2012/13,2013-03-31,15,14,29,AwayWin,HomeWin,1,1,10,7,7,9,1,0,2,0,16,12,8,8,1,0
2012/13,2013-04-01,14,16,18,HomeWin,HomeWin,3,3,9,5,3,11,2,1,2,1,19,11,6,7,1,0
2012/13,2013-04-06,4,28,32,Draw,Draw,2,1,12,9,2,8,5,0,2,1,16,9,5,16,3,0
2012/13,2013-04-06,8,9,34,AwayWin,AwayWin,0,0,8,3,8,5,0,0,2,1,12,4,4,11,0,0
2012/13,2013-04-06,3,19,14,AwayWin,AwayWin,1,0,6,2,4,16,3,0,3,1,11,8,2,11,1,0
2012/13,2013-04-06,33,6,2,AwayWin,AwayWin,1,0,16,5,6,7,2,0,2,1,11,6,4,15,4,1
2012/13,2013-04-07,31,1,26,HomeWin,AwayWin,2,0,14,7,8,9,0,0,1,1,7,3,5,15,2,0
2012/13,2013-04-07,35,29,13,Draw,Draw,0,0,19,12,12,8,0,0,0,0,10,4,2,4,1,0
2012/13,2013-04-07,11,3,16,HomeWin,Draw,1,0,20,10,10,13,2,0,0,0,5,3,3,11,2,0
2012/13,2013-04-07,29,18,27,Draw,Draw,1,0,6,2,2,9,2,1,1,0,16,10,10,12,3,0
2012/13,2013-04-07,32,25,17,Draw,Draw,2,1,19,10,7,14,1,0,2,1,9,5,6,8,1,0
2012/13,2013-04-08,23,33,36,AwayWin,Draw,1,0,16,7,9,13,3,0,2,0,9,5,4,18,5,0
2012/13,2013-04-13,8,2,28,HomeWin,Draw,3,0,10,7,9,8,1,0,1,0,5,5,3,10,2,0
2012/13,2013-04-13,29,14,16,Draw,Draw,1,0,15,7,8,5,1,0,1,0,8,3,5,15,2,0
2012/13,2013-04-13,15,17,18,HomeWin,HomeWin,2,1,14,10,13,6,3,0,0,0,8,5,5,12,3,0
2012/13,2013-04-13,3,9,29,Draw,Draw,0,0,7,5,4,9,2,0,0,0,26,15,9,8,1,0
2012/13,2013-04-13,23,34,13,Draw,Draw,1,0,15,11,7,9,2,0,1,0,6,4,4,18,3,0
2012/13,2013-04-14,33,3,26,AwayWin,AwayWin,0,0,15,9,10,14,3,0,3,1,8,7,9,7,2,0
2012/13,2013-04-14,27,19,33,AwayWin,AwayWin,0,0,13,4,3,9,1,0,2,1,9,3,7,9,1,0
2012/13,2013-04-16,31,2,17,Draw,Draw,0,0,10,6,8,11,2,0,0,0,10,5,1,12,3,0
2012/13,2013-04-17,23,16,1,AwayWin,AwayWin,0,0,11,7,6,11,2,0,3,2,13,10,5,11,1,0
2012/13,2013-04-17,27,36,27,HomeWin,Draw,1,0,10,4,5,12,2,0,0,0,8,6,4,5,1,0
2012/13,2013-04-17,14,13,33,Draw,Draw,2,1,10,4,2,9,1,0,2,1,15,9,5,7,0,0
2012/13,2013-04-20,32,16,2,AwayWin,AwayWin,0,0,7,5,7,13,0,1,1,1,10,7,3,8,2,1
2012/13,2013-04-20,23,28,9,HomeWin,Draw,2,0,19,9,8,8,2,0,1,0,14,6,8,12,3,0
2012/13,2013-04-20,17,18,19,AwayWin,AwayWin,0,0,25,11,5,8,1,0,2,1,11,4,5,14,2,0
2012/13,2013-04-20,29,26,17,HomeWin,HomeWin,1,1,8,4,3,6,1,0,0,0,8,5,10,15,2,0
2012/13,2013-04-20,22,32,34,Draw,Draw,0,0,14,7,7,11,0,0,0,0,9,5,2,13,0,0
2012/13,2013-04-20,8,6,3,Draw,AwayWin,1,0,8,4,15,9,0,0,1,1,10,6,2,10,2,0
2012/13,2013-04-20,31,13,27,HomeWin,HomeWin,2,1,17,11,3,12,3,0,0,0,18,10,6,11,1,0
2012/13,2013-04-21,11,29,1,Draw,AwayWin,2,0,23,12,8,8,5,0,2,1,9,6,5,11,2,0
2012/13,2013-04-21,15,25,36,HomeWin,AwayWin,3,0,11,8,4,11,3,0,1,1,11,7,5,10,3,0
2012/13,2013-04-22,35,33,14,HomeWin,HomeWin,3,3,10,5,5,10,1,0,0,0,8,5,3,6,0,0
2012/13,2013-04-27,27,17,16,HomeWin,HomeWin,1,1,17,10,7,12,1,0,0,0,6,2,2,16,3,0
2012/13,2013-04-27,33,36,13,HomeWin,HomeWin,2,1,16,10,9,9,1,0,1,0,9,6,4,7,3,0
2012/13,2013-04-27,32,3,29,AwayWin,AwayWin,0,0,5,1,5,14,3,1,6,2,11,10,7,7,2,0
2012/13,2013-04-27,18,34,6,AwayWin,AwayWin,0,0,16,4,7,9,2,2,3,1,11,9,6,11,2,1
2012/13,2013-04-27,35,19,28,HomeWin,Draw,1,0,12,4,5,10,4,0,0,0,5,0,3,8,2,0
2012/13,2013-04-27,6,27,25,Draw,Draw,2,1,6,4,3,12,3,0,2,1,14,7,3,10,1,0
2012/13,2013-04-28,29,2,33,Draw,Draw,1,1,19,13,7,12,3,0,1,1,10,5,2,10,5,0
2012/13,2013-04-28,3,1,32,HomeWin,HomeWin,2,2,21,14,6,9,1,0,0,0,11,8,3,10,3,0
2012/13,2013-04-28,11,9,18,Draw,Draw,0,0,13,7,9,12,0,0,0,0,15,5,7,14,2,0
2012/13,2013-04-29,14,14,26,HomeWin,HomeWin,6,2,18,15,4,10,0,0,1,1,7,4,4,15,3,1
2012/13,2013-05-04,31,16,9,AwayWin,AwayWin,2,0,18,13,3,14,2,0,4,1,20,13,3,7,1,0
2012/13,2013-05-04,11,28,14,AwayWin,Draw,1,0,9,4,6,15,2,0,2,0,12,6,5,13,3,0
2012/13,2013-05-04,27,18,2,AwayWin,AwayWin,0,0,14,6,3,8,2,0,1,1,13,11,7,6,1,0
2012/13,2013-05-04,8,32,36,Draw,Draw,0,0,7,1,4,9,0,0,0,0,12,8,4,10,0,0
2012/13,2013-05-04,3,25,34,HomeWin,Draw,1,0,7,4,5,8,1,0,0,0,10,6,5,9,1,0
2012/13,2013-05-04,14,6,27,AwayWin,Draw,2,1,17,11,7,9,4,0,3,1,13,8,5,7,3,0
2012/13,2013-05-04,29,13,3,Draw,Draw,0,0,9,3,7,12,1,0,0,0,11,6,3,12,1,0
2012/13,2013-05-05,4,29,17,Draw,Draw,0,0,16,8,3,10,1,0,0,0,11,4,5,10,2,0
2012/13,2013-05-05,33,33,1,AwayWin,Draw,0,0,10,4,2,14,2,1,1,0,15,6,7,9,1,0
2012/13,2013-05-06,15,26,19,Draw,AwayWin,1,0,14,7,5,6,2,1,1,1,11,7,6,12,2,0
2012/13,2013-05-07,29,36,6,HomeWin,HomeWin,1,1,21,9,6,10,2,0,0,0,20,11,8,9,1,0
2012/13,2013-05-07,11,27,32,AwayWin,HomeWin,2,1,14,11,4,14,2,0,3,0,10,6,4,13,2,0
2012/13,2013-05-08,23,1,25,Draw,HomeWin,2,2,15,8,6,6,1,0,2,1,13,6,5,16,2,0
2012/13,2013-05-11,15,14,1,AwayWin,HomeWin,1,1,12,7,6,13,2,1,2,0,11,8,7,8,3,1
2012/13,2013-05-12,29,17,13,HomeWin,HomeWin,2,1,23,13,7,8,1,0,0,0,7,2,1,11,2,0
2012/13,2013-05-12,22,16,29,AwayWin,Draw,1,1,10,8,7,2,0,0,3,1,20,14,8,10,1,0
2012/13,2013-05-12,27,33,32,HomeWin,HomeWin,2,1,16,9,7,5,0,0,1,0,5,2,5,6,0,0
2012/13,2013-05-12,33,28,6,HomeWin,HomeWin,4,1,11,8,8,10,2,0,0,0,8,5,2,7,1,0
2012/13,2013-05-12,14,18,3,AwayWin,AwayWin,1,1,8,3,2,8,1,0,2,2,10,7,2,8,3,1
2012/13,2013-05-12,11,19,25,AwayWin,Draw,1,1,6,3,2,11,4,1,2,1,23,15,11,5,1,0
2012/13,2013-05-12,23,26,34,Draw,Draw,1,0,5,5,3,9,0,0,1,0,15,10,10,10,2,0
2012/13,2013-05-14,23,2,27,HomeWin,Draw,4,1,19,12,7,11,0,0,1,1,10,5,4,11,2,0
2012/13,2013-05-14,6,9,36,AwayWin,AwayWin,0,0,11,7,4,6,0,0,2,1,27,20,10,7,1,0
2012/13,2013-05-19,35,1,17,HomeWin,Draw,2,1,20,10,7,7,2,0,1,1,16,9,4,8,2,0
2012/13,2013-05-19,6,29,18,HomeWin,HomeWin,1,1,27,20,14,7,1,0,0,0,10,3,0,3,3,0
2012/13,2013-05-19,22,36,28,AwayWin,Draw,2,1,12,5,7,10,1,0,3,1,12,7,7,8,0,0
2012/13,2013-05-19,33,3,2,AwayWin,Draw,0,0,7,2,4,17,1,0,1,0,9,3,4,10,2,0
2012/13,2013-05-19,14,34,19,Draw,Draw,1,0,11,7,3,9,0,0,1,0,7,3,4,7,2,0
2012/13,2013-05-19,15,32,16,AwayWin,AwayWin,0,0,19,11,8,12,2,0,3,1,8,6,0,9,1,0
2012/13,2013-05-19,32,25,26,HomeWin,Draw,1,0,23,19,14,6,1,0,0,0,6,4,1,12,3,1
2012/13,2013-05-19,4,6,33,Draw,AwayWin,5,1,15,8,3,10,0,0,5,3,12,8,5,6,1,0
2012/13,2013-05-19,23,13,9,HomeWin,HomeWin,4,2,21,12,6,14,2,0,2,0,17,7,4,8,1,0
2012/13,2013-05-19,31,27,14,Draw,HomeWin,2,2,12,6,4,8,2,0,2,1,5,2,2,12,1,0
2013/14,2013-08-17,35,2,14,AwayWin,Draw,1,1,16,4,4,15,4,1,3,1,9,4,3,18,5,0
2013/14,2013-08-17,6,29,19,HomeWin,HomeWin,1,1,26,11,12,11,1,0,0,0,10,4,6,11,1,0
2013/14,2013-08-17,4,28,17,Draw,Draw,2,0,8,2,6,13,2,0,2,0,19,6,8,10,0,0
2013/14,2013-08-17,31,26,16,AwayWin,Draw,0,0,20,3,6,14,0,0,1,0,5,1,1,14,3,0
2013/14,2013-08-17,29,32,33,AwayWin,AwayWin,1,0,17,6,7,13,1,0,4,2,15,7,4,10,3,0
2013/14,2013-08-17,11,6,34,AwayWin,Draw,0,0,11,1,4,14,4,0,1,0,7,2,8,24,0,0
2013/14,2013-08-17,33,13,7,HomeWin,HomeWin,2,1,18,4,4,10,0,0,0,0,12,1,3,7,1,0
2013/14,2013-08-18,27,1,4,HomeWin,HomeWin,2,2,22,5,5,7,0,0,0,0,7,2,1,16,1,0
2013/14,2013-08-18,3,22,25,AwayWin,Draw,0,0,5,3,3,6,1,0,1,0,17,2,7,9,0,0
2013/14,2013-08-19,32,36,3,HomeWin,HomeWin,4,2,20,11,8,9,2,0,0,0,5,1,1,7,3,1
2013/14,2013-08-21,11,1,14,HomeWin,Draw,2,1,15,3,1,12,1,0,1,1,7,3,2,13,4,0
2013/14,2013-08-24,3,14,29,AwayWin,AwayWin,0,0,17,3,8,9,3,0,1,1,5,1,2,8,3,0
2013/14,2013-08-24,24,17,6,Draw,Draw,0,0,22,8,11,14,1,0,0,0,7,2,1,15,1,0
2013/14,2013-08-24,33,16,2,AwayWin,AwayWin,1,0,16,7,1,10,2,0,3,2,18,7,8,8,2,0
2013/14,2013-08-24,8,4,28,HomeWin,HomeWin,1,1,6,1,1,14,1,1,0,0,13,4,5,19,1,0
2013/14,2013-08-24,29,3,13,Draw,Draw,0,0,16,0,5,12,0,0,0,0,6,1,4,14,1,0
2013/14,2013-08-24,15,34,26,Draw,AwayWin,1,0,17,6,5,12,2,0,1,1,8,3,2,13,2,0
2013/14,2013-08-24,32,19,22,HomeWin,AwayWin,2,0,14,5,7,13,3,0,1,1,14,5,0,6,0,0
2013/14,2013-08-25,14,7,36,HomeWin,Draw,3,0,9,6,3,2,0,0,2,0,16,5,8,9,0,0
2013/14,2013-08-25,31,25,32,HomeWin,Draw,1,0,19,5,8,10,1,0,0,0,7,5,3,15,4,0
2013/14,2013-08-26,6,33,1,Draw,Draw,0,0,13,3,4,9,0,0,0,0,8,4,1,9,2,0
2013/14,2013-08-31,35,7,17,Draw,Draw,0,0,4,1,4,11,1,0,0,0,13,3,5,9,1,0
2013/14,2013-08-31,14,22,26,HomeWin,HomeWin,3,1,17,6,6,6,1,0,1,0,10,2,6,6,0,1
2013/14,2013-08-31,29,36,4,HomeWin,Draw,2,0,12,6,7,15,2,0,0,0,7,2,4,14,3,0
2013/14,2013-08-31,17,3,16,HomeWin,Draw,1,0,24,9,13,13,2,0,0,0,3,2,2,9,2,0
2013/14,2013-08-31,33,28,34,HomeWin,Draw,1,0,15,4,5,11,0,0,0,0,11,2,5,15,0,0
2013/14,2013-08-31,27,13,19,AwayWin,Draw,0,0,9,0,3,10,2,0,1,0,15,5,4,12,1,0
2013/14,2013-09-01,4,2,25,HomeWin,HomeWin,1,1,12,5,3,15,2,0,0,0,14,4,6,14,2,0
2013/14,2013-09-01,32,29,33,HomeWin,HomeWin,1,1,10,5,2,15,2,0,0,0,10,4,7,15,4,0
2013/14,2013-09-01,23,6,32,AwayWin,AwayWin,0,0,10,1,2,10,4,0,2,1,12,4,3,14,3,0
2013/14,2013-09-14,23,14,3,AwayWin,AwayWin,1,0,10,1,4,9,1,0,2,1,17,8,2,11,4,0
2013/14,2013-09-14,33,17,1,HomeWin,HomeWin,1,1,11,5,5,10,0,0,0,0,22,5,7,12,4,0
2013/14,2013-09-14,14,16,6,Draw,HomeWin,1,1,12,2,4,9,0,0,1,0,12,4,5,12,1,0
2013/14,2013-09-14,18,4,7,Draw,HomeWin,1,1,18,5,6,8,1,0,1,0,10,2,2,8,2,0
2013/14,2013-09-14,27,33,22,HomeWin,HomeWin,2,1,19,7,10,8,1,0,0,0,4,0,1,11,2,1
2013/14,2013-09-14,3,19,36,Draw,Draw,0,0,11,3,2,13,1,0,0,0,10,3,4,11,1,0
2013/14,2013-09-14,6,26,2,AwayWin,AwayWin,1,0,17,2,6,12,1,0,3,1,14,6,7,10,2,0
2013/14,2013-09-14,15,25,28,HomeWin,HomeWin,2,1,23,7,8,2,1,0,0,0,4,1,1,12,3,0
2013/14,2013-09-15,32,34,13,Draw,Draw,0,0,15,5,10,12,1,0,0,0,6,1,4,10,3,0
2013/14,2013-09-16,4,32,29,Draw,AwayWin,2,1,17,8,3,7,2,0,2,2,12,5,7,10,3,0
2013/14,2013-09-21,32,1,16,HomeWin,Draw,2,0,26,10,13,11,0,0,0,0,4,1,3,9,0,0
2013/14,2013-09-21,31,29,34,AwayWin,Draw,0,0,10,5,6,6,0,0,1,0,12,7,6,9,1,0
2013/14,2013-09-21,6,3,4,AwayWin,HomeWin,2,2,15,2,3,11,1,0,3,1,12,5,3,8,1,0
2013/14,2013-09-21,17,28,14,AwayWin,AwayWin,0,0,12,1,7,15,1,0,1,1,16,4,4,10,0,0
2013/14,2013-09-21,29,6,26,HomeWin,HomeWin,3,1,13,4,5,9,0,0,0,0,7,0,6,10,2,0
2013/14,2013-09-21,15,13,17,AwayWin,HomeWin,2,1,9,1,5,16,2,1,3,0,10,4,5,12,1,0
2013/14,2013-09-22,23,2,19,HomeWin,HomeWin,3,2,16,8,6,8,0,0,1,1,9,3,7,15,2,0
2013/14,2013-09-22,3,7,25,AwayWin,Draw,0,0,6,0,2,5,1,0,1,0,29,12,12,7,4,0
2013/14,2013-09-22,11,22,32,AwayWin,AwayWin,0,0,9,1,6,13,2,0,2,1,15,7,7,9,2,0
2013/14,2013-09-22,33,36,33,HomeWin,HomeWin,4,2,18,5,8,8,1,0,1,0,14,3,4,12,2,0
2013/14,2013-09-28,8,14,36,HomeWin,AwayWin,3,0,8,4,2,13,1,0,2,1,20,7,13,9,1,0
2013/14,2013-09-28,25,16,7,AwayWin,Draw,1,1,9,5,11,14,1,0,2,1,22,4,10,13,1,0
2013/14,2013-09-28,11,4,13,HomeWin,HomeWin,1,1,9,2,6,11,1,0,0,0,18,5,6,12,2,0
2013/14,2013-09-28,4,33,6,AwayWin,Draw,1,0,14,6,5,10,3,0,2,0,12,4,8,14,2,0
2013/14,2013-09-28,6,34,22,HomeWin,Draw,2,0,12,3,8,11,1,0,0,0,8,0,2,12,2,0
2013/14,2013-09-28,3,32,2,AwayWin,Draw,1,0,10,3,4,5,3,0,2,0,10,4,3,11,2,0
2013/14,2013-09-28,23,25,1,Draw,HomeWin,1,1,12,4,4,14,5,0,1,0,11,5,5,14,1,1
2013/14,2013-09-29,35,19,28,AwayWin,AwayWin,0,0,8,1,7,14,2,0,1,1,8,3,3,12,1,0
2013/14,2013-09-29,33,26,29,AwayWin,AwayWin,1,0,23,5,10,8,2,0,3,2,15,6,8,10,1,0
2013/14,2013-09-30,29,17,3,HomeWin,HomeWin,3,3,18,7,1,5,3,0,2,0,15,6,1,15,1,0
2013/14,2013-10-05,11,7,3,AwayWin,AwayWin,1,0,8,2,3,11,1,0,2,2,20,10,3,8,0,0
2013/14,2013-10-05,24,16,19,HomeWin,Draw,1,0,9,2,7,11,3,0,0,0,16,3,5,13,2,0
2013/14,2013-10-05,3,4,14,Draw,Draw,0,0,6,1,7,7,2,0,0,0,18,4,7,11,1,0
2013/14,2013-10-05,35,29,22,HomeWin,HomeWin,3,3,13,7,11,11,2,0,1,0,11,2,3,6,1,0
2013/14,2013-10-05,27,36,17,HomeWin,HomeWin,3,2,12,6,8,15,5,0,1,1,6,4,1,10,4,0
2013/14,2013-10-05,17,26,33,AwayWin,HomeWin,1,1,6,2,4,15,2,0,2,0,13,6,4,13,4,0
2013/14,2013-10-06,31,28,1,AwayWin,AwayWin,1,0,14,3,4,12,1,0,3,1,22,8,6,9,1,0
2013/14,2013-10-06,23,34,32,HomeWin,HomeWin,2,1,12,4,7,13,3,0,0,0,17,7,4,8,1,0
2013/14,2013-10-06,14,25,13,AwayWin,Draw,0,0,14,4,6,5,0,0,3,0,16,5,7,9,0,0
2013/14,2013-10-06,15,6,2,Draw,HomeWin,1,1,12,4,6,6,1,0,1,0,14,5,2,11,2,0
2013/14,2013-10-19,14,2,28,HomeWin,HomeWin,4,1,20,11,10,8,0,0,1,0,12,6,1,7,0,0
2013/14,2013-10-19,35,1,7,HomeWin,Draw,4,1,20,7,6,12,1,0,1,1,13,3,9,5,2,0
2013/14,2013-10-19,31,17,4,HomeWin,Draw,2,1,14,6,5,7,3,0,1,1,9,1,7,17,1,0
2013/14,2013-10-19,8,33,34,Draw,HomeWin,1,1,12,5,4,10,2,0,1,0,18,7,4,19,3,0
2013/14,2013-10-19,32,3,29,Draw,Draw,2,1,14,4,3,8,2,1,2,1,23,7,13,10,3,0
2013/14,2013-10-19,33,19,6,Draw,Draw,0,0,9,3,6,12,1,0,0,0,12,5,6,10,0,0
2013/14,2013-10-19,25,32,26,HomeWin,Draw,4,0,14,6,7,12,1,0,0,0,6,1,2,13,2,0
