Season,Date,Referee,HomeTeam,AwayTeam,FullTime,HalfTime,HomeGoals,HomeGoalsHalftime,HomeShots,HomeShotsOnTarget,HomeCorners,HomeFouls,HomeYellowCards,HomeRedCards,AwayGoals,AwayGoalsHalftime,AwayShots,AwayShotsOnTarget,AwayCorners,AwayFouls,AwayYellowCards,AwayRedCards
2015/16,2015-09-20,35,Liverpool,Norwich,Draw,Draw,1,0,23,7,6,4,1,0,1,0,7,2,2,13,2,0
2015/16,2015-09-20,3,Southampton,"Man 
United",AwayWin,Draw,2,1,15,8,5,6,2,0,3,1,10,3,5,13,0,0
2015/16,2015-09-20,4,Tottenham,"Crystal 
Palace",HomeWin,Draw,1,0,22,6,6,9,1,0,0,0,12,4,5,11,2,0
2015/16,2015-09-26,25,Leicester,Arsenal,AwayWin,AwayWin,2,1,16,7,6,9,1,0,5,2,26,12,5,12,1,0
2015/16,2015-09-26,27,Liverpool,"Aston 
Villa",HomeWin,HomeWin,3,1,21,12,11,8,0,0,2,0,10,4,1,13,0,0
2015/16,2015-09-26,8,"Man 
United",Sunderland,HomeWin,HomeWin,3,1,12,7,5,12,0,0,0,0,9,4,2,17,3,0
2015/16,2015-09-26,6,Newcastle,Chelsea,Draw,HomeWin,2,1,11,5,4,12,1,0,2,0,16,4,6,15,2,0
2015/16,2015-09-26,24,Southampton,Swansea,HomeWin,HomeWin,3,1,18,7,4,18,3,0,1,0,11,4,3,14,1,0
2015/16,2015-09-26,15,Stoke,Bournemouth,HomeWin,HomeWin,2,1,8,5,3,13,1,0,1,0,11,6,7,11,0,0
2015/16,2015-09-26,3,Tottenham,"Man 
City",HomeWin,Draw,4,1,15,8,5,17,5,0,1,1,22,8,9,6,1,0
2015/16,2015-09-26,23,"West 
Ham",Norwich,Draw,Draw,2,1,19,7,7,7,0,0,2,1,16,7,5,17,0,0
2015/16,2015-09-27,35,Watford,"Crystal 
Palace",AwayWin,Draw,0,0,15,2,6,17,4,0,1,0,16,3,4,22,4,0
2015/16,2015-09-28,18,"West 
Brom",Everton,AwayWin,HomeWin,2,1,9,4,6,9,0,0,3,0,12,4,4,8,3,0
2015/16,2015-10-03,8,"Aston 
Villa",Stoke,AwayWin,Draw,0,0,13,2,9,12,1,0,1,0,12,5,5,12,0,0
2015/16,2015-10-03,4,Bournemouth,Watford,Draw,Draw,1,1,12,6,5,8,1,0,1,1,11,2,3,13,1,0
2015/16,2015-10-03,18,Chelsea,Southampton,AwayWin,Draw,1,1,10,3,4,14,2,0,3,1,13,5,6,14,5,0
2015/16,2015-10-03,27,Crystal Palace,"West 
Brom",HomeWin,Draw,2,0,21,8,8,14,3,0,0,0,7,2,3,13,3,0
2015/16,2015-10-03,11,"Man 
City",Newcastle,HomeWin,Draw,6,1,23,11,6,13,3,0,1,1,6,4,3,8,1,0
2015/16,2015-10-03,3,Norwich,Leicester,AwayWin,AwayWin,1,0,17,2,16,4,0,0,2,1,16,5,8,4,1,0
2015/16,2015-10-03,31,Sunderland,"West 
Ham",Draw,HomeWin,2,2,12,3,1,14,2,1,2,1,20,6,8,11,4,0
2015/16,2015-10-04,35,Arsenal,"Man 
United",HomeWin,HomeWin,3,3,12,5,3,8,1,0,0,0,9,5,6,17,3,0
2015/16,2015-10-04,6,Everton,Liverpool,Draw,Draw,1,1,14,4,5,10,3,0,1,1,13,4,11,19,3,0
2015/16,2015-10-04,23,Swansea,Tottenham,Draw,HomeWin,2,2,11,2,5,8,1,0,2,1,19,11,6,19,4,0
2015/16,2015-10-17,24,Chelsea,"Aston 
Villa",HomeWin,HomeWin,2,1,9,3,4,22,1,0,0,0,8,1,4,17,3,0
2015/16,2015-10-17,3,Crystal Palace,"West 
Ham",AwayWin,Draw,1,1,6,1,1,9,1,1,3,1,24,4,9,11,3,0
2015/16,2015-10-17,27,Everton,"Man 
United",AwayWin,AwayWin,0,0,12,3,5,12,2,0,3,2,10,7,3,14,2,0
2015/16,2015-10-17,23,"Man 
City",Bournemouth,HomeWin,HomeWin,5,4,15,11,1,11,2,0,1,1,5,1,7,5,1,0
2015/16,2015-10-17,21,Southampton,Leicester,Draw,HomeWin,2,2,14,6,6,16,2,0,2,0,26,7,7,10,0,0
2015/16,2015-10-17,25,Tottenham,Liverpool,Draw,Draw,0,0,13,4,8,15,1,0,0,0,12,3,6,11,2,0
2015/16,2015-10-17,8,Watford,Arsenal,AwayWin,Draw,0,0,8,1,3,11,2,0,3,0,17,6,9,12,1,0
2015/16,2015-10-17,6,"West 
Brom",Sunderland,HomeWin,Draw,1,0,8,1,1,12,2,0,0,0,9,2,5,13,2,0
2015/16,2015-10-18,35,Newcastle,Norwich,HomeWin,HomeWin,6,3,11,6,3,10,1,0,2,2,18,6,7,10,1,0
2015/16,2015-10-19,18,Swansea,Stoke,AwayWin,AwayWin,0,0,14,2,1,6,2,0,1,1,9,2,2,14,2,0
2015/16,2015-10-24,15,Arsenal,Everton,HomeWin,HomeWin,2,2,20,5,7,11,2,0,1,1,10,5,5,14,0,1
2015/16,2015-10-24,31,"Aston 
Villa",Swansea,AwayWin,Draw,1,0,9,3,4,10,2,0,2,0,11,4,6,8,3,0
2015/16,2015-10-24,23,Leicester,"Crystal 
Palace",HomeWin,Draw,1,0,12,3,3,7,3,0,0,0,9,4,2,11,1,0
2015/16,2015-10-24,11,Norwich,"West 
Brom",AwayWin,Draw,0,0,16,3,13,11,1,0,1,0,7,4,3,6,2,0
2015/16,2015-10-24,6,Stoke,Watford,AwayWin,AwayWin,0,0,12,1,11,10,3,0,2,1,13,3,5,18,1,0
2015/16,2015-10-24,27,"West 
Ham",Chelsea,HomeWin,HomeWin,2,1,12,5,7,10,1,0,1,0,8,4,4,12,5,1
2015/16,2015-10-25,24,Bournemouth,Tottenham,AwayWin,AwayWin,1,1,11,3,4,8,0,0,5,3,14,9,5,15,1,0
2015/16,2015-10-25,32,Liverpool,Southampton,Draw,Draw,1,0,15,2,10,8,1,0,1,0,8,3,7,11,0,1
2015/16,2015-10-25,3,Man United,"Man 
City",Draw,Draw,0,0,6,1,6,17,2,0,0,0,6,1,4,13,2,0
2015/16,2015-10-25,18,Sunderland,Newcastle,HomeWin,HomeWin,3,1,9,3,1,12,0,0,0,0,21,8,10,10,2,1
2015/16,2015-10-31,3,Chelsea,Liverpool,AwayWin,Draw,1,1,8,2,1,9,1,0,3,1,16,7,7,21,4,0
2015/16,2015-10-31,8,Crystal Palace,"Man 
United",Draw,Draw,0,0,10,5,7,12,3,0,0,0,5,1,3,15,3,0
2015/16,2015-10-31,18,"Man 
City",Norwich,HomeWin,Draw,2,0,21,5,12,4,2,0,1,0,5,3,4,13,2,1
2015/16,2015-10-31,24,Newcastle,Stoke,Draw,Draw,0,0,15,6,11,6,1,0,0,0,9,2,4,16,3,0
2015/16,2015-10-31,11,Swansea,Arsenal,AwayWin,Draw,0,0,8,3,4,12,2,0,3,0,15,5,4,7,0,0
2015/16,2015-10-31,5,Watford,"West 
Ham",HomeWin,HomeWin,2,1,20,5,7,16,3,0,0,0,8,3,2,12,0,1
2015/16,2015-10-31,35,"West 
Brom",Leicester,AwayWin,HomeWin,2,1,14,6,6,3,0,0,3,0,13,5,4,11,2,0
2015/16,2015-11-01,32,Everton,Sunderland,HomeWin,HomeWin,6,2,15,8,6,6,3,0,2,1,17,9,1,5,2,0
2015/16,2015-11-01,25,Southampton,Bournemouth,HomeWin,HomeWin,2,2,11,2,4,5,0,1,0,0,16,2,6,5,2,0
2015/16,2015-11-02,23,Tottenham,"Aston 
Villa",HomeWin,HomeWin,3,2,17,6,4,6,0,0,1,0,13,2,3,15,3,0
2015/16,2015-11-07,15,Bournemouth,Newcastle,AwayWin,AwayWin,0,0,20,5,16,9,2,0,1,1,2,1,0,11,2,0
2015/16,2015-11-07,24,Leicester,Watford,HomeWin,Draw,2,0,12,6,4,10,0,0,1,0,8,4,2,10,1,0
2015/16,2015-11-07,23,Man United,"West 
Brom",HomeWin,Draw,2,0,13,3,5,11,1,0,0,0,4,0,1,10,3,1
2015/16,2015-11-07,3,Norwich,Swansea,HomeWin,Draw,1,0,9,5,5,12,1,0,0,0,8,0,2,7,0,0
2015/16,2015-11-07,35,Stoke,Chelsea,HomeWin,Draw,1,0,8,2,1,13,3,0,0,0,19,4,9,10,1,0
2015/16,2015-11-07,8,Sunderland,Southampton,AwayWin,Draw,0,0,9,3,10,3,1,0,1,0,11,4,11,7,3,0
2015/16,2015-11-07,21,"West 
Ham",Everton,Draw,Draw,1,1,16,5,3,11,1,0,1,1,13,4,5,12,2,0
2015/16,2015-11-08,6,Arsenal,Tottenham,Draw,AwayWin,1,0,10,4,7,12,0,0,1,1,14,4,6,17,1,0
2015/16,2015-11-08,25,Aston Villa,"Man 
City",Draw,Draw,0,0,3,0,3,7,1,0,0,0,13,3,8,7,1,0
2015/16,2015-11-08,31,Liverpool,"Crystal 
Palace",AwayWin,Draw,1,1,22,4,14,7,1,0,2,1,9,4,6,6,2,0
2015/16,2015-11-21,25,Chelsea,Norwich,HomeWin,Draw,1,0,21,7,6,4,1,0,0,0,4,2,5,12,4,0
2015/16,2015-11-21,4,Everton,"Aston 
Villa",HomeWin,HomeWin,4,3,16,9,2,6,0,0,0,0,10,3,3,9,0,0
2015/16,2015-11-21,27,"Man 
City",Liverpool,AwayWin,AwayWin,1,1,11,3,11,5,0,0,4,3,14,9,5,13,3,0
2015/16,2015-11-21,8,Newcastle,Leicester,AwayWin,AwayWin,0,0,9,1,4,9,4,0,3,1,18,7,9,12,1,0
2015/16,2015-11-21,15,Southampton,Stoke,AwayWin,AwayWin,0,0,16,1,7,8,2,0,1,1,16,4,3,8,0,0
2015/16,2015-11-21,32,Swansea,Bournemouth,Draw,Draw,2,2,11,4,4,7,3,0,2,2,16,4,5,9,2,0
2015/16,2015-11-21,18,Watford,"Man 
United",AwayWin,AwayWin,1,0,10,5,4,6,1,0,2,1,13,6,10,12,2,0
2015/16,2015-11-21,3,"West 
Brom",Arsenal,HomeWin,HomeWin,2,2,4,1,3,14,3,0,1,1,11,3,5,10,2,0
2015/16,2015-11-22,35,Tottenham,"West 
Ham",HomeWin,HomeWin,4,2,22,12,7,13,2,0,1,0,10,4,6,9,2,0
2015/16,2015-11-23,6,"Crystal 
Palace",Sunderland,AwayWin,Draw,0,0,19,7,11,18,1,0,1,0,12,4,2,11,3,0
2015/16,2015-11-28,15,"Aston 
Villa",Watford,AwayWin,Draw,2,1,12,6,10,6,2,0,3,1,14,6,10,13,3,0
2015/16,2015-11-28,11,Bournemouth,Everton,Draw,AwayWin,3,0,19,10,10,6,2,0,3,2,11,6,5,6,0,0
2015/16,2015-11-28,16,"Crystal 
Palace",Newcastle,HomeWin,HomeWin,5,3,19,8,7,7,1,0,1,1,7,2,5,13,1,0
2015/16,2015-11-28,25,Leicester,"Man 
United",Draw,Draw,1,1,7,3,1,5,0,0,1,1,10,2,8,7,1,0
2015/16,2015-11-28,24,"Man 
City",Southampton,HomeWin,HomeWin,3,2,16,9,6,14,2,0,1,0,12,8,4,11,1,0
2015/16,2015-11-28,23,Sunderland,Stoke,HomeWin,Draw,2,0,18,5,9,4,0,0,0,0,7,3,5,10,2,1
2015/16,2015-11-29,35,Liverpool,Swansea,HomeWin,Draw,1,0,10,2,8,12,3,0,0,0,8,0,7,6,1,0
2015/16,2015-11-29,27,Norwich,Arsenal,Draw,Draw,1,1,7,2,3,8,1,0,1,1,12,3,6,6,1,0
2015/16,2015-11-29,4,Tottenham,Chelsea,Draw,Draw,0,0,9,4,4,14,4,0,0,0,5,1,4,9,2,0
2015/16,2015-11-29,6,West Ham,"West 
Brom",Draw,HomeWin,1,1,17,6,5,15,0,0,1,0,7,3,2,16,2,0
2015/16,2015-12-05,18,Arsenal,Sunderland,HomeWin,Draw,3,1,16,7,3,7,1,0,1,1,11,4,2,11,1,0
2015/16,2015-12-05,8,Chelsea,Bournemouth,AwayWin,Draw,0,0,19,6,11,10,2,0,1,0,15,5,4,13,1,0
2015/16,2015-12-05,3,Man United,"West 
Ham",Draw,Draw,0,0,21,1,6,9,1,0,0,0,9,2,2,13,0,0
2015/16,2015-12-05,35,Southampton,"Aston 
Villa",Draw,AwayWin,1,0,23,5,10,4,1,0,1,1,9,2,4,9,2,0
2015/16,2015-12-05,6,Stoke,"Man 
City",HomeWin,HomeWin,2,2,7,4,1,9,0,0,0,0,11,4,6,10,1,0
2015/16,2015-12-05,4,Swansea,Leicester,AwayWin,AwayWin,0,0,10,2,3,3,2,0,3,2,16,5,8,19,3,0
2015/16,2015-12-05,23,Watford,Norwich,HomeWin,HomeWin,2,1,14,7,4,11,3,0,0,0,6,1,1,10,3,0
2015/16,2015-12-05,27,"West 
Brom",Tottenham,Draw,Draw,1,1,11,4,3,13,3,0,1,1,9,3,6,10,2,0
2015/16,2015-12-06,32,Newcastle,Liverpool,HomeWin,Draw,2,0,6,1,2,6,3,0,0,0,10,1,7,10,1,0
2015/16,2015-12-07,25,Everton,"Crystal 
Palace",Draw,Draw,1,0,19,4,13,4,1,0,1,0,14,5,6,11,2,0
2015/16,2015-12-12,35,Bournemouth,"Man 
United",HomeWin,Draw,2,1,11,5,5,12,2,0,1,1,11,5,7,12,1,0
2015/16,2015-12-12,23,"Crystal 
Palace",Southampton,HomeWin,HomeWin,1,1,12,5,8,11,0,0,0,0,15,3,5,13,0,0
2015/16,2015-12-12,18,"Man 
City",Swansea,HomeWin,HomeWin,2,1,13,5,5,13,3,0,1,0,13,7,5,15,1,0
2015/16,2015-12-12,6,Norwich,Everton,Draw,AwayWin,1,0,9,2,5,9,1,0,1,1,15,3,4,6,0,0
2015/16,2015-12-12,28,Sunderland,Watford,AwayWin,AwayWin,0,0,14,2,8,6,1,0,1,1,13,6,3,9,0,0
2015/16,2015-12-12,32,"West 
Ham",Stoke,Draw,Draw,0,0,22,9,11,7,1,0,0,0,12,3,7,9,2,0
2015/16,2015-12-13,11,"Aston 
Villa",Arsenal,AwayWin,AwayWin,0,0,18,2,5,8,0,0,2,2,8,4,5,7,0,0
2015/16,2015-12-13,25,Liverpool,"West 
Brom",Draw,Draw,2,1,28,8,4,7,0,0,2,1,4,2,4,10,0,0
2015/16,2015-12-13,24,Tottenham,Newcastle,AwayWin,HomeWin,1,1,20,8,6,13,2,0,2,0,8,4,2,14,2,0
2015/16,2015-12-14,3,Leicester,Chelsea,HomeWin,HomeWin,2,1,9,5,1,16,2,0,1,0,11,5,8,8,0,0
2015/16,2015-12-19,24,Chelsea,Sunderland,HomeWin,HomeWin,3,2,17,7,2,12,1,0,1,0,11,3,2,12,3,0
2015/16,2015-12-19,27,Everton,Leicester,AwayWin,Draw,2,1,13,5,10,6,2,0,3,1,10,5,2,14,1,0
2015/16,2015-12-19,4,"Man 
United",Norwich,AwayWin,AwayWin,1,0,11,2,11,4,0,0,2,1,6,4,0,10,2,0
2015/16,2015-12-19,6,Newcastle,"Aston 
Villa",Draw,HomeWin,1,1,8,4,3,9,1,0,1,0,10,7,7,14,3,0
2015/16,2015-12-19,11,Southampton,Tottenham,AwayWin,AwayWin,0,0,11,4,4,18,1,0,2,2,13,6,7,9,1,0
2015/16,2015-12-19,18,Stoke,"Crystal 
Palace",AwayWin,AwayWin,1,0,26,5,7,6,2,0,2,1,12,3,3,12,0,0
2015/16,2015-12-19,23,"West 
Brom",Bournemouth,AwayWin,Draw,1,0,6,2,4,12,2,2,2,0,16,7,8,9,1,0
2015/16,2015-12-20,15,Swansea,"West 
Ham",Draw,Draw,0,0,21,2,8,6,0,0,0,0,11,2,9,9,1,0
2015/16,2015-12-20,3,Watford,Liverpool,HomeWin,HomeWin,3,2,6,5,7,6,1,0,0,0,12,4,9,9,0,0
2015/16,2015-12-21,32,Arsenal,"Man 
City",HomeWin,HomeWin,2,2,8,5,4,5,0,0,1,0,20,6,8,16,2,0
2015/16,2015-12-26,23,Aston Villa,"West 
Ham",Draw,AwayWin,1,0,5,8,9,14,3,0,1,1,10,4,6,13,3,0
2015/16,2015-12-26,4,Bournemouth,"Crystal 
Palace",Draw,Draw,0,0,10,4,8,10,1,0,0,0,8,0,9,13,0,0
2015/16,2015-12-26,32,Chelsea,Watford,Draw,Draw,2,1,17,2,9,7,1,0,2,1,12,3,4,15,4,0
2015/16,2015-12-26,6,Liverpool,Leicester,HomeWin,Draw,1,0,25,4,7,11,2,0,0,0,7,3,6,8,1,0
2015/16,2015-12-26,35,"Man 
City",Sunderland,HomeWin,HomeWin,4,3,19,9,5,10,1,0,1,0,11,3,1,11,1,0
2015/16,2015-12-26,15,Newcastle,Everton,AwayWin,Draw,0,0,10,1,1,16,2,0,1,0,20,7,7,12,2,0
2015/16,2015-12-26,27,Southampton,Arsenal,HomeWin,HomeWin,4,1,15,5,3,10,1,0,0,0,7,4,4,9,0,0
2015/16,2015-12-26,11,Stoke,"Man 
United",HomeWin,HomeWin,2,2,13,3,1,13,1,0,0,0,11,6,12,16,2,0
2015/16,2015-12-26,24,Swansea,"West 
Brom",HomeWin,HomeWin,1,1,7,2,0,10,1,0,0,0,9,3,7,13,3,0
2015/16,2015-12-26,8,Tottenham,Norwich,HomeWin,HomeWin,3,2,15,10,9,4,1,0,0,0,11,3,4,13,2,0
2015/16,2015-12-28,24,Arsenal,Bournemouth,HomeWin,HomeWin,2,1,13,6,9,7,2,0,0,0,10,3,3,8,0,0
2015/16,2015-12-28,31,"Crystal 
Palace",Swansea,Draw,Draw,0,0,10,2,7,11,3,0,0,0,5,3,4,16,2,0
2015/16,2015-12-28,3,Everton,Stoke,AwayWin,AwayWin,3,1,15,3,6,10,2,0,4,2,8,5,2,12,1,0
2015/16,2015-12-28,6,"Man 
United",Chelsea,Draw,Draw,0,0,12,2,5,16,4,0,0,0,8,3,3,6,2,0
2015/16,2015-12-28,28,Norwich,"Aston 
Villa",HomeWin,HomeWin,2,1,9,4,3,10,2,0,0,0,6,3,7,21,5,0
2015/16,2015-12-28,35,Watford,Tottenham,AwayWin,Draw,1,1,9,1,5,11,4,1,2,1,10,3,3,13,2,0
2015/16,2015-12-28,8,"West 
Brom",Newcastle,HomeWin,Draw,1,0,22,5,18,7,0,0,0,0,7,2,6,13,0,0
2015/16,2015-12-28,4,"West 
Ham",Southampton,HomeWin,AwayWin,2,0,13,5,4,6,1,0,1,1,15,4,7,12,3,0
2015/16,2015-12-29,25,Leicester,"Man 
City",Draw,Draw,0,0,11,4,1,11,1,0,0,0,21,5,13,8,3,0
2015/16,2015-12-30,11,Sunderland,Liverpool,AwayWin,Draw,0,0,8,3,6,8,1,0,1,0,17,6,4,16,3,0
2015/16,2016-01-02,35,Arsenal,Newcastle,HomeWin,Draw,1,0,16,3,7,10,2,0,0,0,15,6,4,9,2,0
2015/16,2016-01-02,32,Leicester,Bournemouth,Draw,Draw,0,0,16,2,7,9,1,0,0,0,9,0,1,5,1,1
2015/16,2016-01-02,27,"Man 
United",Swansea,HomeWin,Draw,2,0,19,6,4,14,2,0,1,0,9,4,2,10,1,0
2015/16,2016-01-02,3,Norwich,Southampton,HomeWin,Draw,1,0,10,1,4,9,1,0,0,0,10,4,9,7,0,1
2015/16,2016-01-02,25,Sunderland,"Aston 
Villa",HomeWin,HomeWin,3,1,13,6,3,8,3,0,1,0,8,3,3,13,4,0
2015/16,2016-01-02,6,Watford,"Man 
City",AwayWin,Draw,1,0,11,3,4,6,1,0,2,0,16,5,5,10,0,0
2015/16,2016-01-02,15,"West 
Brom",Stoke,HomeWin,Draw,2,0,16,5,4,7,1,0,1,0,10,3,6,15,1,1
2015/16,2016-01-02,18,"West 
Ham",Liverpool,HomeWin,HomeWin,2,1,18,10,3,11,1,0,0,0,23,2,9,8,1,0
2015/16,2016-01-03,11,"Crystal 
Palace",Chelsea,AwayWin,AwayWin,0,0,8,4,5,12,3,0,3,1,10,4,7,15,0,0
2015/16,2016-01-03,4,Everton,Tottenham,Draw,Draw,1,1,12,3,4,8,1,0,1,1,19,4,4,11,2,0
2015/16,2016-01-12,3,Aston Villa,"Crystal 
Palace",HomeWin,Draw,1,0,13,3,9,15,2,0,0,0,9,1,0,9,1,0
2015/16,2016-01-12,6,Bournemouth,"West 
Ham",AwayWin,HomeWin,1,1,11,4,4,8,1,0,3,0,10,5,7,5,1,0
2015/16,2016-01-12,23,Newcastle,"Man 
United",Draw,AwayWin,3,1,14,6,5,10,1,0,3,2,12,4,3,12,3,0
2015/16,2016-01-13,35,Chelsea,"West 
Brom",Draw,Draw,2,1,14,2,7,13,3,0,2,1,13,6,7,8,3,0
2015/16,2016-01-13,8,Liverpool,Arsenal,Draw,Draw,3,2,22,6,9,9,2,0,3,2,14,5,3,7,0,0
2015/16,2016-01-13,24,"Man 
City",Everton,Draw,Draw,0,0,22,5,12,5,0,0,0,0,7,2,5,6,1,0
2015/16,2016-01-13,25,Southampton,Watford,HomeWin,HomeWin,2,1,15,7,8,9,1,0,0,0,4,1,1,11,2,0
2015/16,2016-01-13,31,Stoke,Norwich,HomeWin,Draw,3,0,14,4,7,5,0,0,1,0,5,2,3,8,1,1
2015/16,2016-01-13,28,Swansea,Sunderland,AwayWin,HomeWin,2,2,10,5,8,9,2,1,4,1,7,5,6,12,0,0
2015/16,2016-01-13,15,Tottenham,Leicester,AwayWin,Draw,0,0,21,5,16,13,1,0,1,0,10,2,8,10,0,0
2015/16,2016-01-16,24,"Aston 
Villa",Leicester,Draw,AwayWin,1,0,14,5,3,13,3,0,1,1,12,5,4,15,2,0
2015/16,2016-01-16,18,Bournemouth,Norwich,HomeWin,HomeWin,3,1,15,8,5,8,1,0,0,0,10,3,3,13,1,0
2015/16,2016-01-16,8,Chelsea,Everton,Draw,Draw,3,0,14,7,6,12,1,0,3,0,9,4,4,5,1,0
2015/16,2016-01-16,27,Man City,"Crystal 
Palace",HomeWin,HomeWin,4,2,17,4,5,10,0,0,0,0,9,3,6,11,2,0
2015/16,2016-01-16,31,Newcastle,"West 
Ham",HomeWin,HomeWin,2,2,23,10,3,9,1,0,1,0,10,3,3,4,0,0
2015/16,2016-01-16,6,Southampton,"West 
Brom",HomeWin,HomeWin,3,2,9,5,1,10,0,0,0,0,9,0,3,11,0,0
2015/16,2016-01-16,23,Tottenham,Sunderland,HomeWin,Draw,4,1,26,11,11,8,0,0,1,1,5,2,3,13,2,0
2015/16,2016-01-17,3,Liverpool,"Man 
United",AwayWin,Draw,0,0,19,4,5,6,0,0,1,0,7,1,4,18,2,0
2015/16,2016-01-17,25,Stoke,Arsenal,Draw,Draw,0,0,14,6,6,16,0,0,0,0,8,3,6,10,0,0
2015/16,2016-01-18,4,Swansea,Watford,HomeWin,HomeWin,1,1,10,2,6,8,2,0,0,0,13,2,3,11,2,0
2015/16,2016-01-23,6,"Crystal 
Palace",Tottenham,AwayWin,HomeWin,1,1,11,3,3,11,2,0,3,0,24,11,10,12,2,0
2015/16,2016-01-23,23,Leicester,Stoke,HomeWin,HomeWin,3,1,15,5,8,10,0,0,0,0,3,2,4,13,1,0
2015/16,2016-01-23,8,"Man 
United",Southampton,AwayWin,Draw,0,0,8,1,4,11,0,0,1,0,7,2,4,8,0,0
2015/16,2016-01-23,15,Norwich,Liverpool,AwayWin,HomeWin,4,2,6,5,3,10,0,0,5,1,13,7,3,14,1,0
2015/16,2016-01-23,24,Sunderland,Bournemouth,Draw,Draw,1,1,10,5,3,5,1,0,1,1,15,5,4,9,1,0
2015/16,2016-01-23,32,Watford,Newcastle,HomeWin,Draw,2,0,13,5,2,10,2,0,1,0,11,2,7,12,1,0
2015/16,2016-01-23,18,West Brom,"Aston 
Villa",Draw,Draw,0,0,4,0,2,7,0,0,0,0,15,4,6,13,1,0
2015/16,2016-01-23,25,West Ham,"Man 
City",Draw,Draw,2,1,10,3,5,11,2,0,2,1,16,3,2,15,3,0
2015/16,2016-01-24,3,Arsenal,Chelsea,AwayWin,AwayWin,0,0,9,1,6,14,1,1,1,1,12,6,7,13,3,0
2015/16,2016-01-24,35,Everton,Swansea,AwayWin,AwayWin,1,1,20,2,7,5,0,0,2,2,7,5,1,12,3,0
2015/16,2016-02-02,15,Arsenal,Southampton,Draw,Draw,0,0,21,11,13,11,2,0,0,0,14,3,3,19,1,0
2015/16,2016-02-02,8,"Crystal 
Palace",Bournemouth,AwayWin,Draw,1,1,14,3,5,11,3,0,2,1,8,4,3,15,4,0
2015/16,2016-02-02,32,Leicester,Liverpool,HomeWin,Draw,2,0,13,6,3,6,0,0,0,0,14,2,12,7,1,0
2015/16,2016-02-02,24,"Man 
United",Stoke,HomeWin,HomeWin,3,2,15,5,2,13,2,0,0,0,10,0,5,13,1,0
2015/16,2016-02-02,11,Norwich,Tottenham,AwayWin,AwayWin,0,0,10,2,6,8,2,0,3,2,17,6,8,9,2,0
2015/16,2016-02-02,16,Sunderland,"Man 
City",AwayWin,AwayWin,0,0,11,2,8,6,1,0,1,1,6,2,4,15,4,0
2015/16,2016-02-02,31,"West 
Brom",Swansea,Draw,Draw,1,0,17,7,7,12,0,0,1,0,18,4,7,13,0,0
2015/16,2016-02-02,27,West Ham,"Aston 
Villa",HomeWin,Draw,2,0,25,6,5,9,3,0,0,0,6,2,5,11,0,1
2015/16,2016-02-03,25,Everton,Newcastle,HomeWin,HomeWin,3,1,18,7,3,8,1,0,0,0,7,3,3,15,2,1
2015/16,2016-02-03,23,Watford,Chelsea,Draw,Draw,0,0,12,3,7,10,2,0,0,0,12,4,7,13,1,0
2015/16,2016-02-06,6,"Aston 
Villa",Norwich,HomeWin,HomeWin,2,1,10,3,2,10,0,0,0,0,12,4,11,11,2,0
2015/16,2016-02-06,18,Liverpool,Sunderland,Draw,Draw,2,0,16,5,7,4,1,0,2,0,7,2,2,12,1,0
2015/16,2016-02-06,35,"Man 
City",Leicester,AwayWin,AwayWin,1,0,22,4,11,9,2,0,3,1,14,7,4,15,2,0
2015/16,2016-02-06,15,Newcastle,"West 
Brom",HomeWin,HomeWin,1,1,19,7,8,12,0,0,0,0,7,0,4,12,3,0
2015/16,2016-02-06,3,Southampton,"West 
Ham",HomeWin,HomeWin,1,1,8,2,4,17,1,1,0,0,18,2,5,10,2,0
2015/16,2016-02-06,32,Stoke,Everton,AwayWin,AwayWin,0,0,11,3,6,11,1,0,3,3,14,6,4,8,0,0
2015/16,2016-02-06,23,Swansea,"Crystal 
Palace",Draw,HomeWin,1,1,19,3,9,11,1,0,1,0,12,2,5,14,2,0
2015/16,2016-02-06,24,Tottenham,Watford,HomeWin,Draw,1,0,26,9,15,12,0,0,0,0,3,0,1,9,1,0
2015/16,2016-02-07,11,Bournemouth,Arsenal,AwayWin,AwayWin,0,0,17,4,7,6,0,0,2,2,10,5,3,8,1,0
2015/16,2016-02-07,4,Chelsea,"Man 
United",Draw,Draw,1,0,16,5,10,6,0,0,1,0,17,7,11,9,3,0
2015/16,2016-02-13,28,Bournemouth,Stoke,AwayWin,AwayWin,1,0,11,2,9,7,4,0,3,1,11,6,2,18,2,0
2015/16,2016-02-13,18,Chelsea,Newcastle,HomeWin,HomeWin,5,3,15,5,8,16,0,1,1,0,10,4,3,14,1,0
2015/16,2016-02-13,24,"Crystal 
Palace",Watford,AwayWin,Draw,1,1,14,7,8,11,0,0,2,1,10,3,5,16,2,0
2015/16,2016-02-13,4,Everton,"West 
Brom",AwayWin,AwayWin,0,0,34,6,14,9,1,0,1,1,5,1,1,12,3,0
2015/16,2016-02-13,8,Norwich,"West 
Ham",Draw,Draw,2,0,13,3,3,16,2,0,2,0,11,6,3,11,2,0
2015/16,2016-02-13,32,Sunderland,"Man 
United",HomeWin,Draw,2,1,21,5,6,7,2,0,1,1,12,6,8,15,3,0
2015/16,2016-02-13,27,Swansea,Southampton,AwayWin,Draw,0,0,13,2,5,10,0,0,1,0,13,5,4,12,3,0
